Document_No,Dominant_Topic,Topic_Perc_Contrib,Keywords,Text
97,4,0.8905,"covid, number, allcaps, repeated, orang, iya, tangan, sehat, pandemi, jaga","['koruptor', 'jahat', 'bebas', 'alas', 'pandemi', 'covid', 'number']"
98,5,0.9698,"allcaps, number, covid, orang, pandemi, rumah, iya, sebar, putus, virus","['number', 'angkuh', 'sombong', 'serba', 'bukankh', 'virus', 'corona', 'tingkat', 'tmpak', 'mata', 'tlah', 'mndidik', 'mncegahnya', 'jka', 'covid', 'number', 'dtang', 'mmpir', 'covid', 'number', 'mngenal', 'status', 'sosial', 'miskin', 'kaya', 'tua', 'muda', 'pmbesar']"
99,5,0.8905,"allcaps, number, covid, orang, pandemi, rumah, iya, sebar, putus, virus","['number', 'nyata', 'covid', 'number', 'klaster', 'umrah', 'sidrap']"
100,6,0.9602,"number, covid, allcaps, repeated, makam_jenazah, corona, papua_barat, positif, warga, pasien","['gubernur', 'coba', 'diframing', 'pusat', 'penangganan', 'covid', 'number', 'framing', 'menenggelankan', 'popularitas', 'gubernur', 'anggap', 'lawan', 'politik', 'mati', 'mati', 'juang', 'lawan', 'covid', 'number', 'daerah']"
101,2,0.9124,"allcaps, number, covid, repeated, moga, virus, sebar, orang, cegah, indonesia","['jenazah', 'covid', 'tolak', 'awat', 'tinggal', 'grgr', 'papar', 'covid', 'number']"
102,4,0.8749,"covid, number, allcaps, repeated, orang, iya, tangan, sehat, pandemi, jaga","['pandemi', 'corona', 'ancam', 'nasib', 'media', 'lokal']"
103,2,0.9124,"allcaps, number, covid, repeated, moga, virus, sebar, orang, cegah, indonesia","['allcaps', 'covid', 'allcaps', 'number', 'angka', 'mati', 'hampir', 'number', 'dunia']"
104,0,0.9602,"covid, number, allcaps, repeated, tenaga_medis, orang, virus, kena, moga, iya","['level', 'presiden', 'sedia', 'dana', 'spy', 'rakyat', 'kena', 'dampak', 'covid', 'rumah', 'makan', 'layak', 'koordinasi', 'pusat', 'pelosok', 'jalur', 'bagi', 'jalan', 'mah', 'kelas', 'cere']"
105,2,0.9687,"allcaps, number, covid, repeated, moga, virus, sebar, orang, cegah, indonesia","['penghulu', 'urus', 'masjid', 'sang', 'cipta', 'kota', 'cirebon', 'gelar', 'ikhtiar', 'tolak', 'bala', 'munajat', 'adzan', 'pitu', 'moga', 'wabah', 'allcaps', 'covid', 'allcaps', 'number', 'moga', 'repeated', 'dokter', 'tim', 'medis', 'indonesia', 'semangat']"
106,1,0.9452,"allcaps, number, covid, orang, sih, iya, mandi, virus, repeated, tinggal","['min', 'allcaps', 'lpdp', 'allcaps', 'number', 'nggk', 'iya', 'min', 'dana', 'didik', 'ahli', 'tanggulang', 'ekonomi', 'covid', 'number']"
107,0,0.927,"covid, number, allcaps, repeated, tenaga_medis, orang, virus, kena, moga, iya","['leader', 'sebar', 'covid', 'number', 'kale', 'repeated', 'orang', 'antre', 'akibat', 'efek', 'kejut']"
108,6,0.927,"number, covid, allcaps, repeated, makam_jenazah, corona, papua_barat, positif, warga, pasien","['wii', 'repeated', 'dampak', 'covid', 'number', 'warga', 'miskin', 'berita', 'judul', 'isi', 'repeated']"
109,1,0.9416,"allcaps, number, covid, orang, sih, iya, mandi, virus, repeated, tinggal","['manusia', 'manusia', 'salah', 'bentuk', 'hormat', 'sedih', 'lihat', 'jenazah', 'tinggal', 'covid', 'number', 'terima', 'warga', 'makam']"
110,4,0.9562,"covid, number, allcaps, repeated, orang, iya, tangan, sehat, pandemi, jaga","['ancam', 'sebar', 'allcaps', 'covid', 'allcaps', 'number', 'luas', 'dike', 'afifi', 'petisi', 'presiden', 'keluar', 'bijak', 'henti', 'akses', 'transportasi', 'kota', 'tandatangani', 'petisi']"
111,6,0.8749,"number, covid, allcaps, repeated, makam_jenazah, corona, papua_barat, positif, warga, pasien","['yaudah', 'let', 'covid', 'do', 'ur', 'duties']"
112,6,0.9124,"number, covid, allcaps, repeated, makam_jenazah, corona, papua_barat, positif, warga, pasien","['persib', 'potong', 'number', 'persen', 'gaji', 'main', 'corona', 'covid', 'number']"
113,3,0.5834,"number, covid, allcaps, repeated, moga, rumah, iya, bantu, wabah, perintah","['virus', 'corona', 'allcaps', 'covid', 'allcaps', 'number', 'landa', 'indonesia', 'hadap', 'musim', 'pancaroba', 'ancam', 'demam', 'darah', 'dengue', 'allcaps', 'dbd', 'allcaps', 'hantu']"
114,0,0.7062,"covid, number, allcaps, repeated, tenaga_medis, orang, virus, kena, moga, iya","['allcaps', 'allah', 'maha', 'kuasa', 'allcaps', 'repeated', 'kisah', 'nyata', 'haru', 'repeated', 'ajar', 'muslimah', 'indonesia', 'kena', 'covid', 'number', 'new', 'york', 'syukur', 'repeated', 'allahu', 'akbar']"
115,0,0.9513,"covid, number, allcaps, repeated, tenaga_medis, orang, virus, kena, moga, iya","['ngaur', 'mosok', 'tenaga', 'medis', 'tinggal', 'sangkut', 'fatwa', 'mui', 'emngya', 'pasien', 'covid', 'mesjid', 'sumber', 'hadeuh', 'tenaga_medis', 'tenaga_medis', 'tenaga_medis']"
116,4,0.8905,"covid, number, allcaps, repeated, orang, iya, tangan, sehat, pandemi, jaga","['nihil', 'pasien', 'positif', 'covid', 'number', 'tambah', 'orang']"
117,2,0.9452,"allcaps, number, covid, repeated, moga, virus, sebar, orang, cegah, indonesia","['lindung', 'dokter', 'papar', 'allcaps', 'covid', 'allcaps', 'number', 'allcaps', 'bppt', 'allcaps', 'luncur', 'aplikasi', 'mobile', 'covid', 'track']"
118,6,0.9123,"number, covid, allcaps, repeated, makam_jenazah, corona, papua_barat, positif, warga, pasien","['moga', 'insan', 'bocah', 'kontol', 'rasa', 'kena', 'covid', 'number', 'iya']"
119,6,0.781,"number, covid, allcaps, repeated, makam_jenazah, corona, papua_barat, positif, warga, pasien","['gejala', 'covid', 'number']"
120,6,0.9687,"number, covid, allcaps, repeated, makam_jenazah, corona, papua_barat, positif, warga, pasien","['jumat', 'number', 'number', 'sadar', 'masyarakat', 'diam', 'rumah', 'putus', 'sebar', 'virus', 'covid', 'number', 'sadar', 'pantau', 'kijang', 'patroli', 'number', 'klungkung', 'simpang', 'lepang', 'bypass', 'ib', 'mantra', 'klungkung', 'pantau', 'tipis', 'lancar']"
121,0,0.9635,"covid, number, allcaps, repeated, tenaga_medis, orang, virus, kena, moga, iya","['selamat', 'pagi', 'rute', 'tebet', 'depok', 'sedia', 'pkl', 'time', 'allcaps', 'wib', 'allcaps', 'informasi', 'lengkap', 'jadwal', 'jalan', 'allcaps', 'krl', 'allcaps', 'date', 'lihat', 'website', 'link', 'tks']"
122,2,0.9416,"allcaps, number, covid, repeated, moga, virus, sebar, orang, cegah, indonesia","['sayang', 'gorontalo', 'gagal', 'tahan', 'daerah', 'bebas', 'covid', 'number', 'egois', 'kaum', 'enggan', 'tawakal', 'pilih', 'takabur']"
123,3,0.927,"number, covid, allcaps, repeated, moga, rumah, iya, bantu, wabah, perintah","['sekrg', 'lindung', 'wabah', 'naik', 'gaji', 're', 'alokasi', 'dana', 'respon', 'covid', 'number']"
124,0,0.9763,"covid, number, allcaps, repeated, tenaga_medis, orang, virus, kena, moga, iya","['bayar', 'kereta', 'payah', 'kaunter', 'musim', 'allcaps', 'covid', 'allcaps', 'number', 'elakkn', 'cash', 'aplikasi', 'allcaps', 'setel', 'allcaps', 'kereta', 'allcaps', 'sahaja', 'allcaps', 'gunakn', 'setel', 'pam', 'minyak', 'setel', 'nikmat', 'rm', 'allcaps', 'allcaps', 'slps', 'beli', 'petrol', 'rm', 'kod', 'rujuk', 'download', 'setel']"
125,2,0.9203,"allcaps, number, covid, repeated, moga, virus, sebar, orang, cegah, indonesia","['musim', 'sakit', 'agak', 'all', 'hantu', 'jin', 'momok', 'kena', 'covid', 'number']"
126,6,0.9602,"number, covid, allcaps, repeated, makam_jenazah, corona, papua_barat, positif, warga, pasien","['number', 'langkah', 'ambil', 'perintah', 'atas', 'dampak', 'covid', 'number', 'ekonomi', 'indonesia', 'jaga', 'konsumsi', 'rumah', 'tangga', 'miskin', 'program', 'coverage', 'dampak', 'langsung', 'covid', 'number']"
127,5,0.9602,"allcaps, number, covid, orang, pandemi, rumah, iya, sebar, putus, virus","['mendikbud', 'nadiem', 'makarim', 'ambil', 'putus', 'kait', 'cair', 'dana', 'allcaps', 'kip', 'allcaps', 'kartu', 'indonesia', 'pintar', 'pandemi', 'virus', 'corona', 'allcaps', 'covid', 'allcaps', 'number']"
128,2,0.9027,"allcaps, number, covid, repeated, moga, virus, sebar, orang, cegah, indonesia","['kadar', 'mati', 'allcaps', 'covid', 'allcaps', 'number', 'malaysia', 'rendah']"
129,2,0.854,"allcaps, number, covid, repeated, moga, virus, sebar, orang, cegah, indonesia","['pecah', 'telor', 'sarjana', 'covid', 'number']"
130,2,0.9326,"allcaps, number, covid, repeated, moga, virus, sebar, orang, cegah, indonesia","['info', 'gang', 'belah', 'rumah', 'lumajang', 'positif', 'covid', 'number', 'moga', 'keluarga', 'sana', 'aman']"
131,2,0.9513,"allcaps, number, covid, repeated, moga, virus, sebar, orang, cegah, indonesia","['darurat', 'militer', 'perintah', 'bias', 'wajib', 'rakyat', 'serdadu', 'darurat', 'wabah', 'covid', 'number', 'sehat', 'wajib', 'konglomerat', 'keluar', 'harta', 'penting']"
132,0,0.8748,"covid, number, allcaps, repeated, tenaga_medis, orang, virus, kena, moga, iya","['anis', 'main', 'tiktok', 'syukur', 'kena', 'covid']"
133,6,0.9326,"number, covid, allcaps, repeated, makam_jenazah, corona, papua_barat, positif, warga, pasien","['sbnarnya', 'kaget', 'suruh', 'tinggal', 'rumah', 'biasa', 'social', 'distancing', 'mati', 'masyarakat', 'covid', 'bodoh']"
134,2,0.9742,"allcaps, number, covid, repeated, moga, virus, sebar, orang, cegah, indonesia","['badan', 'allcaps', 'pom', 'allcaps', 'luncur', 'informatorium', 'obat', 'allcaps', 'covid', 'allcaps', 'number', 'sama', 'allcaps', 'fgd', 'allcaps', 'online', 'tanggulang', 'allcaps', 'covid', 'allcaps', 'number', 'informatorium', 'isi', 'informasi', 'kait', 'kembang', 'obat', 'allcaps', 'covid', 'allcaps', 'number', 'dunia', 'tata']"
135,6,0.9485,"number, covid, allcaps, repeated, makam_jenazah, corona, papua_barat, positif, warga, pasien","['revisi', 'tambah', 'positif', 'pasien', 'covid', 'number', 'gejala', 'sakit', 'parah', 'kritis', 'butuh', 'pulih', 'klinis', 'number', 'number', 'minggu']"
136,4,0.9539,"covid, number, allcaps, repeated, orang, iya, tangan, sehat, pandemi, jaga","['syafakallah', 'repeated', 'moga', 'allah', 'sembuh', 'tun', 'muzamal', 'widan', 'drp', 'wabak', 'covid', 'number', 'sihat', 'repeated', 'moga', 'iya', 'rabbal', 'alamiin']"
137,2,0.9619,"allcaps, number, covid, repeated, moga, virus, sebar, orang, cegah, indonesia","['tunggu', 'orang', 'pintar', 'temu', 'obat', 'mari', 'waspada', 'panik', 'fakta', 'angka', 'mati', 'number', 'rendah', 'allcaps', 'tbc', 'allcaps', 'repeated', 'allcaps', 'covid', 'allcaps', 'number', 'seram']"
138,2,0.9027,"allcaps, number, covid, repeated, moga, virus, sebar, orang, cegah, indonesia","['allcaps', 'psbb', 'allcaps', 'versus', 'allcaps', 'covid', 'allcaps', 'number']"
139,4,0.9635,"covid, number, allcaps, repeated, orang, iya, tangan, sehat, pandemi, jaga","['rumah', 'jaga', 'sehat', 'dukung', 'perintah', 'rang', 'covid', 'number', 'rumah', 'aja', 'oleh', 'investasi', 'untung', 'banyakk', 'repeated', 'dukung', 'legalitas', 'aman', 'konsep', 'hotel', 'kelas', 'repeated', 'perputasan']"
140,2,0.9485,"allcaps, number, covid, repeated, moga, virus, sebar, orang, cegah, indonesia","['allcaps', 'meditation', 'to', 'fight', 'covid', 'allcaps', 'number', 'meditasi', 'manfaat', 'pikir', 'tubuh', 'satu', 'harmonis', 'hidup', 'cinta', 'ubah']"
141,4,0.927,"covid, number, allcaps, repeated, orang, iya, tangan, sehat, pandemi, jaga","['mutlak', 'iya', 'beliau', 'lupa', 'cytokine', 'storm', 'pasien', 'allcaps', 'covid', 'allcaps', 'number']"
142,4,0.927,"covid, number, allcaps, repeated, orang, iya, tangan, sehat, pandemi, jaga","['hrap', 'rt', 'nak', 'warna', 'hijau', 'nak', 'bawak', 'kerja', 'merempit', 'musim', 'covid']"
143,7,0.9027,"covid, number, allcaps, mata_rantai, repeated, virus, putus, mudah, rumah, rantai","['salam', 'sapa', 'salam', 'salam', 'pqah', 'musim', 'covid', 'adoilah']"
144,4,0.4876,"covid, number, allcaps, repeated, orang, iya, tangan, sehat, pandemi, jaga","['bentuk', 'dukung', 'tim', 'medis', 'juang', 'hadap', 'rawat', 'pasien', 'covid', 'number', 'allcaps', 'fpi', 'allcaps', 'salur', 'bantu', 'allcaps', 'apd', 'allcaps', 'makan', 'minum', 'nutrisi', 'tim', 'medis']"
145,3,0.9027,"number, covid, allcaps, repeated, moga, rumah, iya, bantu, wabah, perintah","['moga', 'wabah', 'covid', 'number', 'lebaran', 'mudik', 'kumpul', 'keluarga']"
146,6,0.781,"number, covid, allcaps, repeated, makam_jenazah, corona, papua_barat, positif, warga, pasien","['teliti', 'covid', 'number']"
147,2,0.9649,"allcaps, number, covid, repeated, moga, virus, sebar, orang, cegah, indonesia","['tulis', 'number', 'minggu', 'br', 'dipublish', 'number', 'nulis', 'konser', 'virtual', 'pandemi', 'covid', 'number', 'jg', 'siap', 'era', 'seru', 'malam', 'lihat', 'postingan', 'jrx', 'ig', 'hubung', 'konspirasi', 'covid']"
148,1,0.9252,"allcaps, number, covid, orang, sih, iya, mandi, virus, repeated, tinggal","['allcaps', 'pkp', 'allcaps', 'orang', 'nak', 'rugi', 'nya', 'nak', 'dapat', 'duit', 'kena', 'la', 'selagi', 'selesai', 'kes', 'covid', 'number', 'selamat', 'pergi', 'kerja', 'rugi', 'sesal']"
149,4,0.9663,"covid, number, allcaps, repeated, orang, iya, tangan, sehat, pandemi, jaga","['allhumma', 'inn', 'dzu', 'bika', 'mal', 'barashi', 'wal', 'jun', 'bni', 'wal', 'judzmi', 'wa', 'sayy', 'moga', 'wabah', 'covid', 'number', 'moga', 'sehat', 'selamat', 'bahagia', 'dunia', 'akhirat', 'repeated', 'moga']"
150,4,0.9326,"covid, number, allcaps, repeated, orang, iya, tangan, sehat, pandemi, jaga","['ketua', 'wantim', 'allcaps', 'mui', 'allcaps', 'tolak', 'alih', 'dana', 'haji', 'tangan', 'covid', 'number']"
151,6,0.9539,"number, covid, allcaps, repeated, makam_jenazah, corona, papua_barat, positif, warga, pasien","['number', 'suruh', 'covid', 'number', 'pergi', 'number', 'abai', 'rumah', 'keluarga', 'sibuk', 'rumah', 'bukan', 'covid', 'number', 'didik', 'tinggal', 'rumah', 'keluarga']"
152,6,0.9027,"number, covid, allcaps, repeated, makam_jenazah, corona, papua_barat, positif, warga, pasien","['kasihan', 'korban', 'covid', 'number', 'mohon', 'warga', 'video', 'number']"
153,2,0.8248,"allcaps, number, covid, repeated, moga, virus, sebar, orang, cegah, indonesia","['covid', 'allcaps', 'hiv', 'allcaps']"
154,6,0.9452,"number, covid, allcaps, repeated, makam_jenazah, corona, papua_barat, positif, warga, pasien","['pandemi', 'allcaps', 'covid', 'allcaps', 'number', 'ketua', 'komisi', 'fatwa', 'allcaps', 'mui', 'allcaps', 'banten', 'himbau', 'masyarakat', 'daerah']"
155,6,0.927,"number, covid, allcaps, repeated, makam_jenazah, corona, papua_barat, positif, warga, pasien","['update', 'date', 'infografis', 'covid', 'number', 'number', 'positif', 'number', 'sembuh', 'number', 'tinggal']"
156,2,0.9027,"allcaps, number, covid, repeated, moga, virus, sebar, orang, cegah, indonesia","['pasien', 'covid', 'number', 'kabupaten', 'serang', 'deteksi', 'pulang', 'jakarta']"
157,5,0.8325,"allcaps, number, covid, orang, pandemi, rumah, iya, sebar, putus, virus","['time', 'musim', 'allcaps', 'pkp', 'allcaps', 'runner', 'jual', 'dadah', 'ek', 'beli', 'dadah', 'jenis', 'otak', 'kat', 'tah', 'time', 'allcaps', 'pkp', 'allcaps', 'nak', 'doa', 'covid', 'number', 'pulih', 'cepat', 'orang', 'hisap', 'dadah', 'mati', 'cepat', 'eh', 'marah', 'plak']"
158,5,0.9026,"allcaps, number, covid, orang, pandemi, rumah, iya, sebar, putus, virus","['allah', 'bersih', 'bumi', 'polusi', 'kendara', 'iya', 'covid', 'number']"
159,2,0.9027,"allcaps, number, covid, repeated, moga, virus, sebar, orang, cegah, indonesia","['teknis', 'rs', 'klaim', 'biaya', 'awat', 'pasien', 'covid', 'number']"
160,2,0.9562,"allcaps, number, covid, repeated, moga, virus, sebar, orang, cegah, indonesia","['tolak', 'warga', 'jenazah', 'awat', 'tangan', 'allcaps', 'covid', 'allcaps', 'number', 'allcaps', 'rsup', 'allcaps', 'kariadi', 'semarang', 'lokasi', 'suwakul', 'ungar', 'video', 'number']"
161,1,0.9204,"allcaps, number, covid, orang, sih, iya, mandi, virus, repeated, tinggal","['wagub', 'sumbar', 'data', 'terima', 'bantu', 'korban', 'covid', 'number', 'duplikasi', 'detail']"
162,7,0.9708,"covid, number, allcaps, mata_rantai, repeated, virus, putus, mudah, rumah, rantai","['selamat', 'pagi', 'kak', 'siti', 'mina', 'informasi', 'plasa', 'telkom', 'depok', 'jl', 'arif', 'rahman', 'hakim', 'no', 'number', 'depok', 'tutup', 'batas', 'tentu', 'ikut', 'anjur', 'perintah', 'kait', 'waspada', 'covid', 'number', 'informasi', 'perlu', 'kak']"
163,5,0.9027,"allcaps, number, covid, orang, pandemi, rumah, iya, sebar, putus, virus","['doa', 'kiai', 'bawa', 'spirit', 'pandemi', 'covid', 'number', 'via']"
164,6,0.7163,"number, covid, allcaps, repeated, makam_jenazah, corona, papua_barat, positif, warga, pasien","['pandemi', 'covid', 'number', 'number', 'number', 'number', 'mati']"
165,0,0.9027,"covid, number, allcaps, repeated, tenaga_medis, orang, virus, kena, moga, iya","['pusing', 'julz', 'rumah', 'ramai', 'covid', 'ramai', 'fwb', 'ngotak']"
166,2,0.8905,"allcaps, number, covid, repeated, moga, virus, sebar, orang, cegah, indonesia","['moga', 'wabah', 'covid', 'number', 'indonesia', 'moga', 'serius']"
167,6,0.9698,"number, covid, allcaps, repeated, makam_jenazah, corona, papua_barat, positif, warga, pasien","['ketua', 'mutusin', 'potong', 'gaji', 'anggota', 'dpr', 'depan', 'biaya', 'tanggulang', 'wabah', 'covid', 'number', 'repeated', 'galang', 'satgas', 'covid', 'number', 'cari', 'dana', 'repeated', 'mati', 'kaya', 'lo', 'lo', 'bawa', 'liang', 'lahat', 'repeated']"
168,5,0.9204,"allcaps, number, covid, orang, pandemi, rumah, iya, sebar, putus, virus","['presiden', 'cekat', 'hadap', 'pandemi', 'covid', 'number', 'sekalib', 'sekalic', 'benard', 'semuah']"
169,6,0.9026,"number, covid, allcaps, repeated, makam_jenazah, corona, papua_barat, positif, warga, pasien","['biar', 'hukum', 'brjalan', 'ayo', 'fokus', 'lawan', 'covid', 'number']"
170,4,0.9124,"covid, number, allcaps, repeated, orang, iya, tangan, sehat, pandemi, jaga","['pasca', 'pandemi', 'covid', 'number', 'orang', 'gila', 'nambah', 'nggak', 'repeated']"
171,6,0.8539,"number, covid, allcaps, repeated, makam_jenazah, corona, papua_barat, positif, warga, pasien","['sbenarnya', 'baik', 'covid', 'laku', 'repeated']"
172,0,0.8905,"covid, number, allcaps, repeated, tenaga_medis, orang, virus, kena, moga, iya","['tinggal', 'nya', 'rawan', 'covid', 'kalah', 'tenar', 'glen']"
173,2,0.6995,"allcaps, number, covid, repeated, moga, virus, sebar, orang, cegah, indonesia","['legislatif', 'sosialisasi', 'bahaya', 'corona', 'sawah', 'wakil', 'rakyat', 'allcaps', 'dprd', 'allcaps', 'kabupaten', 'kotabaru', 'kalimantan', 'selatan', 'gencar', 'sosialisasi', 'masyarakat', 'antisipasi', 'bahaya', 'sebar', 'virus', 'allcaps', 'covid', 'allcaps', 'number', 'wilayah', 'kota']"
174,2,0.9781,"allcaps, number, covid, repeated, moga, virus, sebar, orang, cegah, indonesia","['rs', 'darurat', 'wisma', 'atlet', 'mayor', 'rawat', 'number', 'pasien', 'rumah', 'sakit', 'darurat', 'allcaps', 'covid', 'allcaps', 'number', 'wisma', 'atlet', 'mayor', 'jakarta', 'kamis', 'number', 'maret', 'number', 'rawat', 'number', 'pasien', 'rawat', 'inap', 'number', 'pria', 'number', 'perempuan', 'kasdam', 'jaya', 'brigjen', 'allcaps', 'tni', 'allcaps', 'saleh']"
175,1,0.9124,"allcaps, number, covid, orang, sih, iya, mandi, virus, repeated, tinggal","['wabah', 'covid', 'number', 'rebak', 'rajin', 'masker', 'badung', 'panen', 'order']"
176,4,0.9583,"covid, number, allcaps, repeated, orang, iya, tangan, sehat, pandemi, jaga","['number', 'dampak', 'covid', 'number', 'kerjasama', 'internasional', 'kapasitas', 'awat', 'sehat', 'integrasi', 'bijak', 'bidang', 'sehat', 'ekonomi', 'makro', 'kerja', 'internasional', 'mitra', 'lintas', 'batas']"
177,0,0.9687,"covid, number, allcaps, repeated, tenaga_medis, orang, virus, kena, moga, iya","['allcaps', 'dpc', 'allcaps', 'demokrat', 'malu', 'bagi', 'masker', 'pasar', 'baya', 'kota', 'masohi', 'mini', 'market', 'hoky', 'namaelo', 'lanjut', 'giat', 'kader', 'turun', 'langsung', 'masyarakat', 'ketua', 'allcaps', 'dpc', 'allcaps', 'samuel', 'thiemailattu']"
178,5,0.9717,"allcaps, number, covid, orang, pandemi, rumah, iya, sebar, putus, virus","['allcaps', 'putus', 'iya', 'allcaps', 'putus', 'mata', 'rantai', 'allcaps', 'covid', 'allcaps', 'number', 'jaga', 'jarak', 'allcaps', 'masker', 'allcaps', 'rumah', 'lindung', 'diri', 'sekitar', 'jangkit', 'allcaps', 'covid', 'allcaps', 'number', 'mata_rantai', 'jaga_jarak', 'mata_rantai', 'mata_rantai', 'jaga_jarak']"
179,5,0.7156,"allcaps, number, covid, orang, pandemi, rumah, iya, sebar, putus, virus","['terap', 'allcaps', 'psbb', 'allcaps', 'batas', 'sosial', 'skala', 'dibebarapa', 'daerah', 'mari', 'refleksi', 'korban', 'nya', 'rumah', 'harap', 'mukjizat', 'turun', 'halau', 'allcaps', 'covid', 'allcaps', 'number', 'have', 'blessing']"
